Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Xavier Hutchinson (28793201),Xavier Hutchinson,28793201,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
WR,Amari Rodgers (28793203),Amari Rodgers,28793203,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,2.57
WR,Jalen Camp (28793205),Jalen Camp,28793205,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0.85
WR,Steven Sims Jr. (28793207),Steven Sims Jr.,28793207,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,2.62
WR,Alex Bachman (28793209),Alex Bachman,28793209,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
WR,Johnny Johnson III (28793211),Johnny Johnson III,28793211,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
WR,Jared Wayne (28793213),Jared Wayne,28793213,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
WR,Jesse Matthews (28793215),Jesse Matthews,28793215,WR/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,HOU,0
TE,Isaiah Likely (28793303),Isaiah Likely,28793303,TE/FLEX,3000,HOU@BAL 09/10/2023 01:00PM ET,BAL,5.55
WR,Marquise Goodwin (28793141),Marquise Goodwin,28793141,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,6.94
WR,David Bell (28793143),David Bell,28793143,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,2.84
WR,Jaelon Darden (28793145),Jaelon Darden,28793145,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0.34
WR,Jakeem Grant Sr. (28793147),Jakeem Grant Sr.,28793147,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
WR,Anthony Schwartz (28793149),Anthony Schwartz,28793149,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,1.8
WR,Daylen Baldwin (28793151),Daylen Baldwin,28793151,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,4.5
WR,Mike Harley Jr. (28793153),Mike Harley Jr.,28793153,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
WR,Ra'Shaun Henry (28793155),Ra'Shaun Henry,28793155,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
WR,Austin Watkins Jr. (28793157),Austin Watkins Jr.,28793157,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0
WR,Michael Woods II (28793159),Michael Woods II,28793159,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CLE,0.9
WR,Charlie Jones (28793161),Charlie Jones,28793161,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Trenton Irwin (28793163),Trenton Irwin,28793163,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,5.59
WR,Andrei Iosivas (28793165),Andrei Iosivas,28793165,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Trent Taylor (28793167),Trent Taylor,28793167,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0.67
WR,Stanley Morgan (28793169),Stanley Morgan,28793169,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Kwamie Lassiter II (28793171),Kwamie Lassiter II,28793171,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Malachi Carter (28793173),Malachi Carter,28793173,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Mac Hippenhammer (28793175),Mac Hippenhammer,28793175,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Shedrick Jackson (28793177),Shedrick Jackson,28793177,WR/FLEX,3000,CIN@CLE 09/10/2023 01:00PM ET,CIN,0
WR,Jamal Agnew (28793099),Jamal Agnew,28793099,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,4.31
WR,Parker Washington (28793101),Parker Washington,28793101,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Tim Jones (28793103),Tim Jones,28793103,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0.32
WR,Kevin Austin Jr. (28793105),Kevin Austin Jr.,28793105,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Kendric Pryor (28793107),Kendric Pryor,28793107,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Seth Williams (28793109),Seth Williams,28793109,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Jacob Harris (28793111),Jacob Harris,28793111,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0.23
WR,Jaray Jenkins (28793113),Jaray Jenkins,28793113,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Elijah Cooks (28793115),Elijah Cooks,28793115,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Oliver Martin (28793117),Oliver Martin,28793117,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Jaylon Moore (28793119),Jaylon Moore,28793119,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,JAX,0
WR,Ashton Dulin (28793121),Ashton Dulin,28793121,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,3.54
WR,Breshad Perriman (28793123),Breshad Perriman,28793123,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,2.21
WR,Mike Strachan (28793125),Mike Strachan,28793125,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0.68
WR,Vyncint Smith (28793127),Vyncint Smith,28793127,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Malik Turner (28793129),Malik Turner,28793129,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Juwann Winfree (28793131),Juwann Winfree,28793131,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0.9
WR,Ethan Fernea (28793133),Ethan Fernea,28793133,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Johnny King (28793135),Johnny King,28793135,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Zavier Scott (28793137),Zavier Scott,28793137,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Kody Case (28793139),Kody Case,28793139,WR/FLEX,3000,JAX@IND 09/10/2023 01:00PM ET,IND,0
WR,Trey Palmer (28793063),Trey Palmer,28793063,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Deven Thompkins (28793065),Deven Thompkins,28793065,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,1.8
WR,Kaylon Geiger Sr. (28793067),Kaylon Geiger Sr.,28793067,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,David Moore (28793069),David Moore,28793069,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Taye Barber (28793071),Taye Barber,28793071,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Rakim Jarrett (28793073),Rakim Jarrett,28793073,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Ryan Miller (28793075),Ryan Miller,28793075,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Kade Warner (28793077),Kade Warner,28793077,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,TB,0
WR,Jalen Reagor (28793079),Jalen Reagor,28793079,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,1.49
WR,Brandon Powell (28793081),Brandon Powell,28793081,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,2.8
WR,Jalen Nailor (28793083),Jalen Nailor,28793083,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,2.06
WR,Blake Proehl (28793085),Blake Proehl,28793085,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Trishton Jackson (28793087),Trishton Jackson,28793087,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Cephus Johnson III (28793089),Cephus Johnson III,28793089,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Thayer Thomas (28793091),Thayer Thomas,28793091,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Lucky Jackson (28793093),Lucky Jackson,28793093,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Garett Maag (28793095),Garett Maag,28793095,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,Malik Knowles (28793097),Malik Knowles,28793097,WR/FLEX,3000,TB@MIN 09/10/2023 01:00PM ET,MIN,0
WR,A.T. Perry (28793025),A.T. Perry,28793025,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,James Washington (28793027),James Washington,28793027,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,Kirk Merritt (28793029),Kirk Merritt,28793029,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,Keith Kirkwood (28793031),Keith Kirkwood,28793031,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0.76
WR,Bryan Edwards (28793033),Bryan Edwards,28793033,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0.64
WR,Keke Coutee (28793035),Keke Coutee,28793035,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0.25
WR,Lynn Bowden Jr. (28793037),Lynn Bowden Jr.,28793037,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,Kawaan Baker (28793039),Kawaan Baker,28793039,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,Shaquan Davis (28793041),Shaquan Davis,28793041,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,NO,0
WR,Kyle Philips (28793043),Kyle Philips,28793043,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,3.45
WR,Chris Moore (28793045),Chris Moore,28793045,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,7.38
WR,Racey McMath (28793047),Racey McMath,28793047,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,1.28
WR,Colton Dowell (28793049),Colton Dowell,28793049,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Reggie Roberson Jr. (28793051),Reggie Roberson Jr.,28793051,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Mason Kinsey (28793053),Mason Kinsey,28793053,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0.65
WR,Jacob Copeland (28793055),Jacob Copeland,28793055,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Tre'Shaun Harrison (28793057),Tre'Shaun Harrison,28793057,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Kearis Jackson (28793059),Kearis Jackson,28793059,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Gavin Holmes (28793061),Gavin Holmes,28793061,WR/FLEX,3000,TEN@NO 09/10/2023 01:00PM ET,TEN,0
WR,Ray-Ray McCloud III (28792991),Ray-Ray McCloud III,28792991,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,2.86
WR,Danny Gray (28792993),Danny Gray,28792993,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0.18
WR,Chris Conley (28792995),Chris Conley,28792995,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0.96
WR,Ronnie Bell (28792997),Ronnie Bell,28792997,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Willie Snead IV (28792999),Willie Snead IV,28792999,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Tay Martin (28793001),Tay Martin,28793001,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Dazz Newsome (28793003),Dazz Newsome,28793003,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Isaiah Winstead (28793005),Isaiah Winstead,28793005,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,SF,0
WR,Calvin Austin III (28793007),Calvin Austin III,28793007,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Gunner Olszewski (28793009),Gunner Olszewski,28793009,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0.82
WR,Miles Boykin (28793011),Miles Boykin,28793011,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0.19
WR,Cody White (28793013),Cody White,28793013,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,1.2
WR,Ja'Marcus Bradley (28793015),Ja'Marcus Bradley,28793015,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Dez Fitzpatrick (28793017),Dez Fitzpatrick,28793017,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Dan Chisena (28793019),Dan Chisena,28793019,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Hakeem Butler (28793021),Hakeem Butler,28793021,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
WR,Jordan Byrd (28793023),Jordan Byrd,28793023,WR/FLEX,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,0
DST,Steelers  (28793585),Steelers ,28793585,DST,3000,SF@PIT 09/10/2023 01:00PM ET,PIT,6.29
WR,Dyami Brown (28792955),Dyami Brown,28792955,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,2.39
WR,Dax Milne (28792957),Dax Milne,28792957,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,1.05
WR,Byron Pringle (28792959),Byron Pringle,28792959,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,3.23
WR,Marcus Kemp (28792961),Marcus Kemp,28792961,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0.46
WR,Kyric McGowan (28792963),Kyric McGowan,28792963,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Kazmeir Allen (28792965),Kazmeir Allen,28792965,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Zion Bowens (28792967),Zion Bowens,28792967,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Mitchell Tinsley (28792969),Mitchell Tinsley,28792969,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Brycen Tremayne (28792971),Brycen Tremayne,28792971,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Jalen Sample (28792973),Jalen Sample,28792973,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,WAS,0
WR,Michael Wilson (28792975),Michael Wilson,28792975,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Zach Pascal (28792977),Zach Pascal,28792977,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,2.02
WR,Andre Baccellia (28792979),Andre Baccellia,28792979,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,1.44
WR,Daniel Arias (28792981),Daniel Arias,28792981,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Brian Cobbs (28792983),Brian Cobbs,28792983,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Brandon Smith (28792985),Brandon Smith,28792985,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Davion Davis (28792987),Davion Davis,28792987,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Kaden Davis (28792989),Kaden Davis,28792989,WR/FLEX,3000,ARI@WAS 09/10/2023 01:00PM ET,ARI,0
WR,Cody Chrest (28792781),Cody Chrest,28792781,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jayden Reed (28792917),Jayden Reed,28792917,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Samori Toure (28792919),Samori Toure,28792919,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,1.74
WR,Dontayvion Wicks (28792921),Dontayvion Wicks,28792921,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Grant DuBose (28792923),Grant DuBose,28792923,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Bo Melton (28792925),Bo Melton,28792925,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Malik Heath (28792927),Malik Heath,28792927,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Duece Watts (28792929),Duece Watts,28792929,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jadakis Bonds (28792931),Jadakis Bonds,28792931,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Jeff Cotton Jr. (28792933),Jeff Cotton Jr.,28792933,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,GB,0
WR,Equanimeous St. Brown (28792935),Equanimeous St. Brown,28792935,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,4.04
WR,Tyler Scott (28792937),Tyler Scott,28792937,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Dante Pettis (28792939),Dante Pettis,28792939,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,3.84
WR,Velus Jones Jr. (28792941),Velus Jones Jr.,28792941,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,3.08
WR,Nsimba Webster (28792943),Nsimba Webster,28792943,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,1.7
WR,Isaiah Ford (28792945),Isaiah Ford,28792945,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Daurice Fountain (28792947),Daurice Fountain,28792947,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Joe Reed (28792949),Joe Reed,28792949,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Thyrick Pitts (28792951),Thyrick Pitts,28792951,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Aron Cruickshank (28792953),Aron Cruickshank,28792953,WR/FLEX,3000,GB@CHI 09/10/2023 04:25PM ET,CHI,0
WR,Keelan Cole Sr. (28792887),Keelan Cole Sr.,28792887,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,2.15
WR,Tre Tucker (28792889),Tre Tucker,28792889,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Phillip Dorsett II (28792891),Phillip Dorsett II,28792891,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,3.45
WR,Cam Sims (28792893),Cam Sims,28792893,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0.99
WR,DJ Turner (28792895),DJ Turner,28792895,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0.29
WR,Chris Lacy (28792897),Chris Lacy,28792897,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Kristian Wilkerson (28792899),Kristian Wilkerson,28792899,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,0
WR,Marvin Mims Jr. (28792901),Marvin Mims Jr.,28792901,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Kendall Hinton (28792903),Kendall Hinton,28792903,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,4.7
WR,Lil'Jordan Humphrey (28792905),Lil'Jordan Humphrey,28792905,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0.67
WR,Brandon Johnson (28792907),Brandon Johnson,28792907,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,2.17
WR,Jalen Virgil (28792909),Jalen Virgil,28792909,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,1.61
WR,Nick Williams (28792911),Nick Williams,28792911,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
WR,Montrell Washington (28792913),Montrell Washington,28792913,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0.41
WR,Taylor Grimes (28792915),Taylor Grimes,28792915,WR/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,DEN,0
TE,Austin Hooper (28793301),Austin Hooper,28793301,TE/FLEX,3000,LV@DEN 09/10/2023 04:25PM ET,LV,5.73
WR,Milton Wright (28792779),Milton Wright,28792779,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Jalen Guyton (28792857),Jalen Guyton,28792857,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,2.8
WR,Derius Davis (28792859),Derius Davis,28792859,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Keelan Doss (28792861),Keelan Doss,28792861,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,John Hightower (28792863),John Hightower,28792863,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Darrius Shepherd (28792865),Darrius Shepherd,28792865,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Pokey Wilson (28792867),Pokey Wilson,28792867,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Terrell Bynum (28792869),Terrell Bynum,28792869,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,LAC,0
WR,Cedrick Wilson Jr. (28792871),Cedrick Wilson Jr.,28792871,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,1.8
WR,Braxton Berrios (28792873),Braxton Berrios,28792873,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,3.39
WR,River Cracraft (28792875),River Cracraft,28792875,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,2.6
WR,Erik Ezukanma (28792877),Erik Ezukanma,28792877,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,1.3
WR,Freddie Swain (28792879),Freddie Swain,28792879,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,2.85
WR,Braylon Sanders (28792881),Braylon Sanders,28792881,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0.9
WR,Chris Coleman (28792883),Chris Coleman,28792883,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Daewood Davis (28792885),Daewood Davis,28792885,WR/FLEX,3000,MIA@LAC 09/10/2023 04:25PM ET,MIA,0
WR,Olamide Zaccheaus (28792821),Olamide Zaccheaus,28792821,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,6.53
WR,Devon Allen (28792823),Devon Allen,28792823,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Tyrie Cleveland (28792825),Tyrie Cleveland,28792825,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0.8
WR,Greg Ward (28792827),Greg Ward,28792827,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Britain Covey (28792829),Britain Covey,28792829,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Deon Cain (28792831),Deon Cain,28792831,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Jadon Haselwood (28792833),Jadon Haselwood,28792833,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Joseph Ngata (28792835),Joseph Ngata,28792835,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Charleston Rambo (28792837),Charleston Rambo,28792837,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,PHI,0
WR,Tyquan Thornton (28792839),Tyquan Thornton,28792839,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,5.1
WR,Kayshon Boutte (28792841),Kayshon Boutte,28792841,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Demario Douglas (28792843),Demario Douglas,28792843,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Tre Nixon (28792845),Tre Nixon,28792845,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Raleigh Webb (28792847),Raleigh Webb,28792847,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Matthew Slater (28792849),Matthew Slater,28792849,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,C.J. Board (28792851),C.J. Board,28792851,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0.4
WR,Ed Lee (28792853),Ed Lee,28792853,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Jalen Hurd (28792855),Jalen Hurd,28792855,WR/FLEX,3000,PHI@NE 09/10/2023 04:25PM ET,NE,0
WR,Dee Eskridge (28792785),Dee Eskridge,28792785,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,1.38
WR,Dareke Young (28792787),Dareke Young,28792787,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0.46
WR,Cody Thompson (28792789),Cody Thompson,28792789,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Cade Johnson (28792791),Cade Johnson,28792791,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,2.75
WR,Easop Winston (28792793),Easop Winston,28792793,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Jake Bobo (28792795),Jake Bobo,28792795,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Matt Landers (28792797),Matt Landers,28792797,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Tyjon Lindsey (28792799),Tyjon Lindsey,28792799,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,John Hall (28792801),John Hall,28792801,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,SEA,0
WR,Demarcus Robinson (28792803),Demarcus Robinson,28792803,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,6.71
WR,Tutu Atwell (28792805),Tutu Atwell,28792805,WR/FLEX,3000,LAR@SEA 09/10/2023 04:25PM ET,LAR,4.86
